,tweet,tweet_length,tweet_cleaned
280,RT @<e>BarackObama</e> Just 21 days until Election Day. RT if youÍre ready to cheer on President <e>BarackObama</e> in tonightÍs debate. #Team<e>BarackObama</e>Biden,165,"['RT', 'BarackObama', 'days', 'Election', 'Day', 'RT', 'youÍre', 'ready', 'cheer', 'President', 'BarackObama', 'tonightÍs', 'debate', 'TeamBarackObamaBiden']"
281,"@RayHamel If you consider <e>Obama</e>'s track record good, then I guess there ok_",82,"['RayHamel', 'consider', 'Obama', 'track', 'record', 'good', 'guess', 'ok']"
282,"RT @fivethirtyeight: So far this cycle, betting on the polling average converging to <e>Obama</e> +2 has pretty much always been right....",138,"['RT', 'fivethirtyeight', 'far', 'cycle', 'bet', 'poll', 'average', 'converge', 'Obama', 'pretty', 'much', 'always', 'right']"
283,"Nice work by @Mike_FTW   RT @30Reasons: 30 Reasons to re-elect President <e>Obama</e>, Reason #9, by Mike Monteiro http://t.co/pXJmVRM0",135,"['Nice', 'work', 'Mike_FTW', 'RT', 'Reasons', 'President', 'Obama', 'Reason', 'Mike', 'Monteiro', 'http']"
284,We Have The Power...To Move Us Forward  -- President <e>Barack Obama</e>,72,"['Power', 'Move', 'Us', 'Forward', 'President', 'Barack', 'Obama']"
285,I'm tired of hearing about how bad <e>Obama</e> is because gas hovers around $4.00. There is very little he can do to control a GLOBAL commodity,144,"['tire', 'hear', 'bad', 'Obama', 'gas', 'hover', 'around', 'little', 'control', 'GLOBAL', 'commodity']"
286,"<e>Obama</e>, the Guy with the Purple Shirt, and a Promise Kept: http://t.co/MgI1nCO2 via @youtube",98,"['Obama', 'Guy', 'Purple', 'Shirt', 'Promise', 'Kept', 'http', 'via', 'youtube']"
287,Just voted for <e>Barack Obama</e> n Vice President Biden@ the US Embassy in Abu Dhabi!!!! http://t.co/BaiXnGfY,111,"['vote', 'Barack', 'Obama', 'n', 'Vice', 'President', 'Biden', 'US', 'Embassy', 'Abu', 'Dhabi', 'http']"
288,"ñ@slafarlette I hope my president, <e>Barack Obama</e>, kicks some serious ass tonight.î me too..",97,"['ñ', 'slafarlette', 'hope', 'president', 'Barack', 'Obama', 'kick', 'serious', 'ass']"
289,The Big Lie: <e>Obama</e> Did Not Call Benghazi Attack Terrorism on Sep. 12 - http://t.co/L3obBpjW,98,"['Big', 'Lie', 'Obama', 'Call', 'Benghazi', 'Attack', 'Terrorism', 'Sep', 'http']"
290,ñ@<e>BarackObama</e>:21 days til Election Day. RT if youÍre ready to cheer on President <e>BarackObama</e> in tonightÍs debate. #Team<e>BarackObama</e>Bidenî @RobGiordanoJr,172,"['ñ', 'days', 'til', 'Election', 'Day', 'RT', 'youÍre', 'ready', 'cheer', 'President', 'BarackObama', 'tonightÍs', 'debate', 'TeamBarackObamaBidenî', 'RobGiordanoJr']"
291, Thanking <e>Obama</e> #tcot #<e>Obama</e> #teaparty #Democrats #Libertarian #Independent #gop #tlot  #<e>Obama</e>2012 #<e>Romney</e>Ryan201 http://t.co/uBiguXI6,162,"['Thanking', 'Obama', 'tcot', 'Obama', 'teaparty', 'Democrats', 'Libertarian', 'Independent', 'gop', 'tlot', 'http']"
292, <e>Obama</e> Pride: LGBT Americans for <e>Obama</e>: http://t.co/sZXxgH9j via @youtube all u americans listen up,113,"['Obama', 'Pride', 'LGBT', 'Americans', 'Obama', 'http', 'via', 'youtube', 'u', 'americans', 'listen']"
293, <a>Catholics</a> for <e>Obama</e>: http://t.co/8v5W7UqB via @youtube,69,"['Catholics', 'Obama', 'http', 'via', 'youtube']"
294," ""Mitt <e>Romney</e> can do what Barack <e>Obama</e> couldn't""....yea annoy the fucking shit out of me..go away, sir.",117,"['Mitt', 'Romney', 'Barack', 'Obama', 'could', 'yea', 'annoy', 'fuck', 'shit', 'go', 'away', 'sir']"
295, @Barack<e>Obama</e> Even Though im from Bermuda i really want to see you wreck <e>Romney</e> tonight!,102,"['BarackObama', 'Even', 'Though', 'im', 'Bermuda', 'really', 'want', 'see', 'wreck', 'Romney', 'tonight']"
296, @Phife_Bear Why Arent You Voting For <e>Obama</e>?,51,"['Phife_Bear', 'Arent', 'Voting', 'Obama']"
297, <e>Obama</e> better <a>win</a>!,32,"['Obama', 'better', 'win']"
298, <e>Obama</e> better win!,25,"['Obama', 'better', 'win']"
299," Jesse Tyler Ferguson, Zachary Quinto, Wanda Sykes, <a>Endorse</a> <e>Obama</e> In Campaign Video: Seven m... http://t.co/CjxVFvF5 (via@TheAdvocateMag)",151,"['Jesse', 'Tyler', 'Ferguson', 'Zachary', 'Quinto', 'Wanda', 'Sykes', 'Endorse', 'Obama', 'Campaign', 'Video', 'Seven', 'http', 'via', 'TheAdvocateMag']"
300, <e>Obama</e> boosted by court win on Ohio early voting http://t.co/zDJ9PJFY,76,"['Obama', 'boost', 'court', 'win', 'Ohio', 'early', 'vote', 'http']"
301," I know people are gonna dislike me about this, but I don't like either of the presidential candidates, but the shinier turd is <e>Obama</e>.",141,"['know', 'people', 'gon', 'na', 'dislike', 'like', 'either', 'presidential', 'candidates', 'shinier', 'turd', 'Obama']"
302, I'll be watching the <a>debate</a> tonight #<e>Obama</e> ðŸ‡ºðŸ‡¸ðŸ—½â¤ðŸ™ŒðŸ’ªâœŠ,84,"['watch', 'debate', 'tonight', 'Obama', 'ªâœŠ']"
303, Future historians could well conclude that <e>Obama</e> led the biggest redistribution of wealth in USA in decades http://t.co/sXST4IrB,136,"['Future', 'historians', 'could', 'well', 'conclude', 'Obama', 'lead', 'biggest', 'redistribution', 'wealth', 'USA', 'decades', 'http']"
304, @Ziggy_Daddy BTW - did you see the #CNN interview with Merle Haggard where he endorsed <e>Obama</e>?,101,"['Ziggy_Daddy', 'BTW', 'see', 'CNN', 'interview', 'Merle', 'Haggard', 'endorse', 'Obama']"
305, @SpiritOfMadison <e>Obama</e>'s record in office is stellar. Mitt exp kills US Mfg Companies #WhatDidMittBuild? #NotTheRightStuff  @BardOfEarth #p2,148,"['SpiritOfMadison', 'Obama', 'record', 'office', 'stellar', 'Mitt', 'exp', 'kill', 'US', 'Mfg', 'Companies', 'WhatDidMittBuild', 'NotTheRightStuff', 'BardOfEarth']"
306," People only like <e>Obama</e>, that's the motto <e>Romney</e> #POLO ðŸ˜‚ðŸ˜‚ screw politics, but that ish is hella funny!",122,"['People', 'like', 'Obama', 'motto', 'Romney', 'POLO', 'screw', 'politics', 'ish', 'hella', 'funny']"
307, Parody or Reality? <e>Obama</e> Should Be Winning â€˜99 to 1â€™ Over the â€˜Plutocratsâ€™ | Media Research Center http://t.co/CSL2vvWn via @sharethis,150,"['Parody', 'Reality', 'Obama', 'Winning', 'Media', 'Research', 'Center', 'http', 'via', 'sharethis']"
308, #ThingsObamaVotersBelieve<e>Obama</e> is a competent leader,60,"['ThingsObamaVotersBelieveObama', 'competent', 'leader']"
309, Can <e>Obama</e> Return to Hope & Change Message? http://t.co/ddWyHTDH,71,"['Obama', 'Return', 'Hope', 'Change', 'Message', 'http']"
310," â€œ@_DaCapricorn: Vote for <e>Obama</e> ; yes we can , I'm <e>Obama</e> and I approve this tweetâ€",100,"['DaCapricorn', 'Vote', 'Obama', 'yes', 'Obama', 'approve']"
311," PPP: #<e>Obama</e> Weathers Post-Debate Fallout, Leads #Ohio By 5 http://t.co/pELOL4mG via @TPM",96,"['PPP', 'Obama', 'Weathers', 'Fallout', 'Leads', 'Ohio', 'http', 'via', 'TPM']"
312, Celebrities Attempt to Drag <e>Obama</e> Across Finish Line http://t.co/jvB4kdno via @BreitbartNews,100,"['Celebrities', 'Attempt', 'Drag', 'Obama', 'Across', 'Finish', 'Line', 'http', 'via', 'BreitbartNews']"
313," via @FactsAboutMitt<a> Rmoney's budget </a>will add $10trillion to U.S. debt, according to CBO. http://t.co/DUN8PCOJ #tcot #p2 @cspanwj #P2 #Obama",147,"['via', 'FactsAboutMitt', 'Rmoney', 'budget', 'add', 'debt', 'accord', 'CBO', 'http', 'tcot', 'cspanwj', 'Obama']"
314, Dems Memo: <e>Obama</e> Needs Vision for Future - http://t.co/wE1ct3Kv http://t.co/oVX3SmHQ,92,"['Dems', 'Memo', 'Obama', 'Needs', 'Vision', 'Future', 'http', 'http']"
315," ""<e>Obama</e> camp predicts feistier showing in <a>debate</a> No. 2"" on http://t.co/hVAjVOCj",93,"['Obama', 'camp', 'predict', 'feistier', 'show', 'debate', 'http']"
316, If you vote for <e>Romney</e> he'll take all the pink starburst & leave you with red. #<e>Obama</e>,100,"['vote', 'Romney', 'take', 'pink', 'starburst', 'leave', 'red', 'Obama']"
317, What if Morgan Freeman ran for president. Holy hell his <e>Obama</e> ad was good. It almost made me want to vote,113,"['Morgan', 'Freeman', 'run', 'president', 'Holy', 'hell', 'Obama', 'ad', 'good', 'almost', 'make', 'want', 'vote']"
318, â€œ@Dunk_NoHoes: I hate how republicans dump Bush's fuck ups on <e>Obama</e> just because he hasn't been able to repair it allâ€,130,"['Dunk_NoHoes', 'hate', 'republicans', 'dump', 'Bush', 'fuck', 'up', 'Obama', 'able', 'repair']"
319," People Only Like Obama, thats the motto Romney P.O.L.O !",57,"['People', 'Like', 'Obama', 'thats', 'motto', 'Romney']"
320, @HutchHutchenson I <a>like<a> <e>obama</e>,43,"['HutchHutchenson', 'like', 'obama']"
321, <a>Go<a> <e>obama</e>!!!,25,"['Go', 'obama']"
322, @JoeBiden: If youâ€™re proud of President <e>obama</e> after tonightâ€™s <a>debate</a>,87,"['JoeBiden', 'proud', 'President', 'obama', 'debate']"
323, President <e>obama</e> wins <a>debate</a> handily and ends with a strong defense of the 47% http://t.co/tdI9iiXv via @examinercom,130,"['President', 'obama', 'win', 'debate', 'handily', 'end', 'strong', 'defense', 'http', 'via', 'examinercom']"
324, #emptybinder President <e>obama</e>'s plans for <a>term 2</a>.,63,"['emptybinder', 'President', 'obama', 'plan', 'term']"
325, @cutiepi2u @hotairblog  <e>obama</e> just like being <a>president</a>,70,"['hotairblog', 'obama', 'like', 'president']"
326, I don't know how you guys feel but #<e>obama</e> killed it last night! #<a>Elections2012</a>,93,"['know', 'guy', 'feel', 'obama', 'kill', 'last', 'night']"
327, <e>obama</e> wins the second <a>debate</a>. Too bad itâ€™s not the one that mattered. - Yahoo! News http://t.co/4PFbNIPg via @YahooNews,136,"['obama', 'win', 'second', 'debate', 'bad', 'one', 'matter', 'Yahoo', 'News', 'http', 'via', 'YahooNews']"
328, @Barack<e>obama</e> : I'm with you on <a>moving our country</a> FORWARD,72,"['Barackobama', 'move', 'country', 'FORWARD']"
329, <e>obama</e> was stronger in the <a>debate</a>. Talk about it on http://t.co/HBvBh3x1,86,"['obama', 'stronger', 'debate', 'Talk', 'http']"
330, @evilsax @MotorCityLib @utaustinliberal @inajann <e>obama</e> hits debate home run http://t.co/RNrGQTdA,104,"['evilsax', 'MotorCityLib', 'utaustinliberal', 'inajann', 'obama', 'hit', 'debate', 'home', 'run', 'http']"
331, Team <e>obama</e>,18,"['Team', 'obama']"
332, @Murda_Zack thank ya <e>obama</e> <a>supporter</a>,51,"['Murda_Zack', 'thank', 'ya', 'obama', 'supporter']"
333, President <e>obama</e> Fought for <a>Equal Pay for Equal Work</a> - Tonight,76,"['President', 'obama', 'Fought', 'Equal', 'Pay', 'Equal', 'Work', 'Tonight']"
334, <e>obama</e> was stronger in the <a>debate</a>. Talk about it on http://t.co/dQfwdDtp,86,"['obama', 'stronger', 'debate', 'Talk', 'http']"
335, @Lola4117 if you really research <e>obama</e> ie <a>read his book</a> etc and think he's a good choice you are a socialist and I have nothing to say 2u,152,"['really', 'research', 'obama', 'ie', 'read', 'book', 'etc', 'think', 'good', 'choice', 'socialist', 'nothing', 'say']"
336," Russia calls <e>obama</e> the ""<a>Magic Negro</a>""",51,"['Russia', 'call', 'obama', 'Magic', 'Negro']"
337, I <a>love</a> <e>obama</e>,27,"['love', 'obama']"
338, [Polygon] <e>obama</e> wins second presidential <a>debate</a>,62,"['Polygon', 'obama', 'win', 'second', 'presidential', 'debate']"
339, Lets get <e>obama</e> in <a>office<a>!!,40,"['Lets', 'get', 'obama', 'office']"
340," My mom gets so ""hood"" when people <a>talk bad about</a> <e>obama</e> lol it's so funny",87,"['mom', 'get', 'hood', 'people', 'talk', 'bad', 'obama', 'lol', 'funny']"
341, Rochelle Riley: The real <e>obama</e> stood up and won <a>showdown</a> http://t.co/fcNdvs6b,92,"['Rochelle', 'Riley', 'real', 'obama', 'stand', 'showdown', 'http']"
342, <e>obama</e> <a>Is Back</a> http://t.co/EISIFQTG via @HuffPostPol,66,"['obama', 'Back', 'http', 'via', 'HuffPostPol']"
343, #RushLimbaugh OWNING <e>obama</e> right now,44,"['RushLimbaugh', 'OWNING', 'obama', 'right']"
344, Vote for <e>obama</e>! If only for the fact that he's the first not bad looking president since President H. Taft !#<a>sexypresident2012</a>,141,"['Vote', 'obama', 'fact', 'first', 'bad', 'look', 'president', 'since', 'President', 'H', 'Taft']"
345, @throughthechaff @billmaher I'm an extremely liberal <e>obama</e> <a>supporter</a>.  For pity's sake.,102,"['throughthechaff', 'billmaher', 'extremely', 'liberal', 'obama', 'supporter', 'pity', 'sake']"
346, @Barack<e>obama</e> <e>Romney</e> won the <a>debate</a>.....,61,"['Barackobama', 'Romney', 'debate']"
347,<a> Vote</a> for <e>obama</e> in 2012 Election! #NUFFSAID,57,"['Vote', 'obama', 'Election', 'NUFFSAID']"
348, Favored <e>obama</e>,21,"['Favored', 'obama']"
349, But I'm still wooting for <e>obama</e>!! <a>:)</a>,51,"['still', 'wooting', 'obama']"
350, <e>obama</e> is the <a>winner</a>........,42,"['obama', 'winner']"
351, @GinsburgJobs   Go <e>obama</e> you can do it. Good luck from across the pond.,79,"['GinsburgJobs', 'Go', 'obama', 'Good', 'luck', 'across', 'pond']"
352, The only thing I've seen <e>obama</e> successfully do is divide this country more than it already was.,103,"['thing', 'see', 'obama', 'successfully', 'divide', 'country', 'already']"
353, President <e>obama</e> awesome.,32,"['President', 'obama', 'awesome']"
354, <e>obama</e> <e>obama</e> <e>obama</e> <e>obama</e> <e>obama</e> (a milli a milli a milli a milli) #VOTE4<e>obama</e>,118,"['obama', 'obama', 'obama', 'obama', 'obama', 'milli', 'milli', 'milli', 'milli']"
355, Last nights presidential <a>debate</a> is the perfect reason why we should vote for <e>obama</e>,97,"['Last', 'nights', 'presidential', 'debate', 'perfect', 'reason', 'vote', 'obama']"
356, Wins for <e>obama</e> at the <a>debate</a>,43,"['Wins', 'obama', 'debate']"
357, <e>obama</e> needed <a>big win</a>,35,"['obama', 'need', 'big', 'win']"
358," ""Oh I think <e>obama</e> is better than that other guy cause like he cares about everyone not just <a>rich people</a>"" -Air Head",129,"['Oh', 'think', 'obama', 'better', 'guy', 'cause', 'like', 'care', 'everyone', 'rich', 'people', 'Air', 'Head']"
359, <e>obama</e> for sure!!!,25,"['obama', 'sure']"
360, <e>obama</e> <a>2012</a>!,26,['obama']
361, Everybody said <e>obama</e> won the <a>debate</a>,50,"['Everybody', 'say', 'obama', 'debate']"
362, <e>obama</e> has done so well for <a>our country</a>,53,"['obama', 'do', 'well', 'country']"
363, <e>obama</e> did well <a>last night</a>,40,"['obama', 'well', 'last', 'night']"
364, <e>obama</e> needed decisive <a>win</a>,40,"['obama', 'need', 'decisive', 'win']"
365, I never registered to vote but if I did I would <a>vote</a> for <e>obama</e> because he's half black..........keepin it ðŸ’¯,125,"['never', 'register', 'vote', 'would', 'vote', 'obama', 'half', 'black', 'keepin', 'ðŸ']"
366, He's will be our <a>two term man</a>. Barack <e>obama</e>,58,"['two', 'term', 'man', 'Barack', 'obama']"
367, <a>Vote<a> for <e>obama</e>. If not for you,44,"['Vote', 'obama']"
368, <e>obama</e> made that point is his <a>closing remarks</a>. He tells the truth #<e>obama</e>2012 #4moreyears,109,"['obama', 'make', 'point', 'close', 'remark', 'tell', 'truth']"
369, Keep It Up <e>obama</e>: You Have A One <a>Term Proposition</a> To Make Good On. http://t.co/rt7RJZvc,102,"['Keep', 'obama', 'One', 'Term', 'Proposition', 'Make', 'Good', 'http']"
370, I want <e>obama</e> to win the <a>election</a> and about as much about politics as a shoe does,95,"['want', 'obama', 'win', 'election', 'much', 'politics', 'shoe']"
371, I'm watching President <e>obama</e> <a>Won</a> http://t.co/1M0QtcqR on http://t.co/g0ly8xJb,92,"['watch', 'President', 'obama', 'http', 'http']"
372, I'm going to pray tonight tht <e>obama</e> <a>wins</a> bt if he dosent it wasn't in God's plan,95,"['go', 'pray', 'tonight', 'tht', 'obama', 'win', 'bt', 'dosent', 'God', 'plan']"
373, @Barack<e>obama</e> <e>obama</e>'s <a>Female Debate</a> Coach Complained About 'Hostile Workplace' at White House http://t.co/cmlFp0vI,135,"['Barackobama', 'obama', 'Female', 'Debate', 'Coach', 'Complained', 'Workplace', 'White', 'House', 'http']"
374, I hope <e>obama</e> get <a>re-elected</a>.No one is perfect but God,68,"['hope', 'obama', 'get', 'one', 'perfect', 'God']"
375, <e>obama</e> wins the <a>second debate</a>. Too bad itâ€™s not the one that mattered. - Yahoo! News http://t.co/s1p1yWpM via @YahooNews,136,"['obama', 'win', 'second', 'debate', 'bad', 'one', 'matter', 'Yahoo', 'News', 'http', 'via', 'YahooNews']"
376, <a>Me and my parents<a> are like <e>obama</e> vs. Mitt <e>Romney</e> #DontMix,78,"['parent', 'like', 'obama', 'vs', 'Mitt', 'Romney', 'DontMix']"
377, I'm not American but I want <e>obama</e> to stay <a>president</a>!,67,"['American', 'want', 'obama', 'stay', 'president']"
378, Just <a>voted</a>! That means when someone tries to tell me why I should <a>vote<a> for <e>obama</e>,101,"['vote', 'mean', 'someone', 'try', 'tell', 'vote', 'obama']"
379," ""<e>obama</e> regains the initiative to win second presidential <a>debate</a>"" on http://t.co/Ztep7mgL",103,"['obama', 'regain', 'initiative', 'win', 'second', 'presidential', 'debate', 'http']"
380, <a>People</a> Only Like <e>obama</e>,37,"['People', 'Like', 'obama']"
381, <e>obama</e> can promise you anything he wants,47,"['obama', 'promise', 'anything', 'want']"
382, @JohnFeehery That's it John,28,"['JohnFeehery', 'John']"
383, I <a>luv<a> u <e>obama</e>,27,"['luv', 'u', 'obama']"
384, I wish I could marry Barack <e>obama</e>.,42,"['wish', 'could', 'marry', 'Barack', 'obama']"
385, <e>obama</e> won the <a>debate</a>,35,"['obama', 'debate']"
386, My <a>mom</a> finds <e>obama</e> very handsome @Barack<e>obama</e> #winning ðŸ˜‰,81,"['mom', 'find', 'obama', 'handsome', 'Barackobama', 'win']"
387, Barack <e>obama</e> is now a <a>mind-reader</a>,48,"['Barack', 'obama']"
388, <e>obama</e> got Morgan Freeman to narrate one of his <a>campaign commercials</a>. It was beautiful :-'),105,"['obama', 'get', 'Morgan', 'Freeman', 'narrate', 'one', 'campaign', 'commercials', 'beautiful']"
389, <e>obama</e> needed decisive <a>win</a>,40,"['obama', 'need', 'decisive', 'win']"
390, @DickMorrisTweet <e>obama</e> won,34,"['DickMorrisTweet', 'obama']"
391, My dad just told me he donated a 100$ to the <e>obama</e> <a>Campaign</a>... Lolol,83,"['dad', 'tell', 'donate', 'obama', 'Campaign', 'Lolol']"
392, President <e>obama</e> saved the <a>auto industry</a>  http://t.co/46AKIW6g,76,"['President', 'obama', 'save', 'auto', 'industry', 'http']"
393, <e>obama</e> did great at the <a>2nd debate</a>,48,"['obama', 'great', 'debate']"
394, <e>obama</e> triumphed in <a>debate</a> - voters http://t.co/ilVr0Fwg,70,"['obama', 'triumph', 'debate', 'voters', 'http']"
395," <e>obama</e>: ""I am not too proud to beg. I want you to <a>vote</a>.""",70,"['obama', 'proud', 'beg', 'want', 'vote']"
396, <e>obama</e> is <a>handsome</a> and I love having a fabulous president,71,"['obama', 'handsome', 'love', 'fabulous', 'president']"
397," ""I want you heard."" <e>obama</e>",33,"['want', 'hear', 'obama']"
398, listening to <e>obama</e> give a <a>speech</a> from my front porch. pretty cool.,81,"['listen', 'obama', 'give', 'speech', 'front', 'porch', 'pretty', 'cool']"
399, #<e>obama</e> <3,17,['obama']
400," <e>obama</e>: ""Yes",19,"['obama', 'Yes']"
401, Looking at <a>Future</a> Can Predict The Present.. Well that's what <e>obama</e> said :/,89,"['Looking', 'Future', 'Predict', 'Present', 'Well', 'obama', 'say']"
402, If you don't like <e>obama</e> get over it because he will be our president again #getusedtoit,95,"['like', 'obama', 'get', 'president', 'getusedtoit']"
403," ""@TheManOfGlass: I love the way <e>obama</e> <a>speaks</a>",59,"['TheManOfGlass', 'love', 'way', 'obama', 'speak']"
404, <a>Vote</a> <e>obama</e>,25,"['Vote', 'obama']"
405, @AliciaLightsxo Omg who DOESN'T <a>love</a> <e>obama</e>?! Hahaha,66,"['AliciaLightsxo', 'Omg', 'love', 'obama', 'Hahaha']"
406, good <a>job</a> <e>obama</e>,29,"['good', 'job', 'obama']"
407, <e>obama</e> was funny as shit lastnight llsss ; that's my <a>nigga</a> :),75,"['obama', 'funny', 'shit', 'lastnight', 'llsss', 'nigga']"
408, I hope <e>obama</e> <a>win</a>!,32,"['hope', 'obama', 'win']"
409, I'm really torn about <a>political parties</a>. I've done well under <e>obama</e>,82,"['really', 'tear', 'political', 'party', 'do', 'well', 'obama']"
410,<a> Vote for</a> <e>obama</e> everybody! #<e>obama</e>WinsDebate,64,"['Vote', 'obama', 'everybody', 'obamaWinsDebate']"
411, <e>obama</e> Punches Back - Not a close call. President <e>obama</e> won the second presidential <a>debate</a> as clearly and decisively ... http://t.co/WeY4XNLe,162,"['obama', 'Punches', 'Back', 'close', 'call', 'President', 'obama', 'second', 'presidential', 'debate', 'clearly', 'decisively', 'http']"
412, #Popular #News <e>obama</e> wins the second <a>debate</a>. Too bad itâ€™s not the one that mattered. http://t.co/W1VQKUxY #TFW Doo,131,"['Popular', 'News', 'obama', 'win', 'second', 'debate', 'bad', 'one', 'matter', 'http', 'TFW', 'Doo']"
413,"@Malloryt2014 And you are the ONLY one in this world that thinks so LOL. EVERY poll and pundit, even the ones on Fox news said <e>Obama</e> <a>won</a>",150,"['one', 'world', 'think', 'LOL', 'EVERY', 'poll', 'pundit', 'even', 'ones', 'Fox', 'news', 'say', 'Obama']"
414,Good Debate! Pres. <e>Obama</e> <a>did</a> very well! Vote #Obama 2012 He has my vote!!! He can't change that huge mess in 4 yrs. He needs another 4 yrs!,153,"['Good', 'Debate', 'Pres', 'Obama', 'well', 'Vote', 'Obama', 'vote', 'ca', 'change', 'huge', 'mess', 'yrs', 'need', 'another', 'yrs']"
415,"<e>Obama</e> took off one glove tonight, next week he needs to take off both gloves. He can do even better. Keep <a>punching</a> when mitt is on the ropes",154,"['Obama', 'take', 'one', 'glove', 'tonight', 'next', 'week', 'need', 'take', 'gloves', 'even', 'better', 'Keep', 'punch', 'mitt', 'rope']"
416,I want <e>Obama</e> to be <a>president</a> forever.,51,"['want', 'Obama', 'president', 'forever']"
417,I didnt watch da debate cuz i knw who im <a>voting</a> fo!!!! <e>#Obama</e>,75,"['didnt', 'watch', 'da', 'debate', 'cuz', 'knw', 'im', 'vote', 'fo', 'Obama']"
418,"Not only did I just donate to <e>Obama,</e> but I pulled myself out of bed and walked downstairs to get my wallet in order to do it. That's <a>love.</a>",152,"['donate', 'Obama', 'pull', 'bed', 'walk', 'downstairs', 'get', 'wallet', 'order', 'love']"
419,"@AttilasHuntress @Emmy415 Yo, <e>Obama</e> in his mom-jeans is hardly GQ.  BUT I <a>LOVE</a> HIM",96,"['AttilasHuntress', 'Yo', 'Obama', 'hardly', 'GQ', 'LOVE']"
420,"To be clear, <e>Obama</e> <a>wins</a> by virtue of his performance in the last 30 minutes. Having the last word helped!",119,"['clear', 'Obama', 'win', 'virtue', 'performance', 'last', 'minutes', 'last', 'word', 'help']"
421,@ttfn2012 President <e>Obama</e> is the proper <a>title..</a> Correct? Thank u.. Get of of my TL..,98,"['President', 'Obama', 'proper', 'title', 'Correct', 'Thank', 'u', 'Get', 'TL']"
422,"Fact! RT @BuzzFeedBen: Video of the libya exchange, the moment <e>Obama</e> <a>won</a> the debate. http://t.co/VtkHAJq2 http://t.co/DReuTYZ2",140,"['Fact', 'RT', 'BuzzFeedBen', 'Video', 'libya', 'exchange', 'moment', 'Obama', 'debate', 'http', 'http']"
423,<e>#Obama</e> put a <a>hit</a> on #Romney like the Cleveland Bus driver did ole girl!!! Protect your chin!!!,108,"['Obama', 'put', 'hit', 'Romney', 'like', 'Cleveland', 'Bus', 'driver', 'ole', 'girl', 'Protect', 'chin']"
424,@edhenryTV @jamiedupree fact checkers of CNN say <e>Obama</e> was <a>right</a>,78,"['edhenryTV', 'jamiedupree', 'fact', 'checker', 'CNN', 'say', 'Obama', 'right']"
425,I wonder if Romney's face hurt from those uppercuts <e>Obama</e> was <a>delivering?</a>,87,"['wonder', 'Romney', 'face', 'hurt', 'uppercuts', 'Obama', 'deliver']"
426,@1DsManWhore good <e>Obama</e> <a>won</a> the debate haha,57,"['good', 'Obama', 'debate', 'haha']"
427,i'm a independent...could care the less...so I'm more honest when it comes to debate...according to Fox news <e>reaction..Obama</e> <a>won...</a>,145,"['independent', 'could', 'care', 'less', 'honest', 'come', 'debate', 'accord', 'Fox', 'news', 'reaction', 'Obama']"
428,<e>Obama</e> Attacks Mitt Romney's <a>'47</a> Percent' Comments In Presidential Debate http://t.co/hydfMGND via @HuffPostPol,124,"['Obama', 'Attacks', 'Mitt', 'Romney', 'Percent', 'Comments', 'Presidential', 'Debate', 'http', 'via', 'HuffPostPol']"
429,"<e>Obama</e> <a>won</a> debate. Yeah, yeah!!!",45,"['Obama', 'debate', 'Yeah', 'yeah']"
430,<e>Obama</e> <a>wins</a> this debate on facial expressions.,59,"['Obama', 'win', 'debate', 'facial', 'expressions']"
431,Am i the only one who thinks that <e>Obama</e> has an extremely attractive <a>smile?</a>,88,"['one', 'think', 'Obama', 'extremely', 'attractive', 'smile']"
432,<e>Obama</e> <a>winned</a> therefore Obama #debate2,51,"['Obama', 'winned', 'therefore', 'Obama']"
433,"@KiwiBreeder That's cool, ""more dem than repub, all <e>Obama?""</e> Meredith, what can I say except what I've said before? You <a>never</a> <a>disappoint!</a>",157,"['KiwiBreeder', 'cool', 'dem', 'repub', 'Obama', 'Meredith', 'say', 'except', 'say', 'never', 'disappoint']"
434,"The President has laid out a course for the next 4 years and beyond, it is time to get on board and <e>vote</e> for <a>Obama/Biden</a>",134,"['President', 'lay', 'course', 'next', 'years', 'beyond', 'time', 'get', 'board', 'vote']"
435,"If <e>Obama</e> does't <a>win,</a> I'm considering moving to another country and coming back in four years. #ijs",112,"['Obama', 'win', 'consider', 'move', 'another', 'country', 'come', 'back', 'four', 'years', 'ijs']"
436,Krauthammer said <e>Obama</e> <a>won</a> on points? Did he give him an extra 20 at the start?,93,"['Krauthammer', 'say', 'Obama', 'point', 'give', 'extra', 'start']"
437,@Shellzzz_x0 U shld read up on it its not too late As a college <e>student</e> ull probally wana <a>go</a> <a>with</a> <a>Obama.</a>,132,"['U', 'shld', 'read', 'late', 'college', 'student', 'ull', 'probally', 'wana', 'go', 'Obama']"
438,"Oh, <e>Obama</e> says he can <a>reduce</a> the <a>deficit.</a> Well, I believe him. Cause he's done such a good job of that the past 4 years. You know. #eyeroll",160,"['Oh', 'Obama', 'say', 'reduce', 'deficit', 'Well', 'believe', 'Cause', 'do', 'good', 'job', 'past', 'years', 'know', 'eyeroll']"
439,@BBCBreaking President <e>Obama</e> pretty real and <a>performed</a> much better in this second debate,102,"['BBCBreaking', 'President', 'Obama', 'pretty', 'real', 'perform', 'much', 'better', 'second', 'debate']"
440,"I hope <e>Obama</e> doesn't win the next Presidential Election, because then he can focus on his <a>singing</a> career. He's got some soul. #Politics2012",153,"['hope', 'Obama', 'win', 'next', 'Presidential', 'Election', 'focus', 'sing', 'career', 'get', 'soul']"
